Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Dominance,MergeQuality,Binary,Solver,Width,Gap,Objective
f4_l-d_kp_4_11,             23.0,             23.0,             0.000,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            23.0
f7_l-d_kp_7_50,             107.0,             107.0,             0.000,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            107.0
knapPI_3_200_1000_1,             -9.223372036854776e+18,             22194.0,             0.016,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_1000_1000_1,             -9.223372036854776e+18,             433363.0,             0.145,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f6_l-d_kp_10_60,             52.0,             52.0,             0.000,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            52.0
knapPI_1_2000_1000_1,             -9.223372036854776e+18,             941711.0,             0.214,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_2000_1000_1,             -9.223372036854776e+18,             973621.0,             0.303,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_1_500_1000_1,             -9.223372036854776e+18,             163271.0,             0.068,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f8_l-d_kp_23_10000,             -9.223372036854776e+18,             17368.0,             0.001,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_3_2000_1000_1,             -9.223372036854776e+18,             1131171.0,             0.341,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_500_1000_1,             -9.223372036854776e+18,             150379.0,             0.070,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_3_1000_1000_1,             -9.223372036854776e+18,             510726.0,             0.096,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_1_200_1000_1,             -9.223372036854776e+18,             29091.0,             0.016,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f2_l-d_kp_20_878,             1024.0,             1024.0,             0.001,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            1024.0
knapPI_1_5000_1000_1,             -9.223372036854776e+18,             2461264.0,             0.800,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_10000_1000_1,             -9.223372036854776e+18,             5052327.0,             1.557,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f10_l-d_kp_20_879,             1025.0,             1025.0,             0.001,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            1025.0
knapPI_1_1000_1000_1,             -9.223372036854776e+18,             424581.0,             0.097,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f3_l-d_kp_4_20,             33.0,             33.0,             0.000,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            33.0
knapPI_3_100_1000_1,             -9.223372036854776e+18,             10873.0,             0.004,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_3_500_1000_1,             -9.223372036854776e+18,             175901.0,             0.069,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_3_10000_1000_1,             -9.223372036854776e+18,             5975039.0,             1.336,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_200_1000_1,             -9.223372036854776e+18,             17027.0,             0.015,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f1_l-d_kp_10_269,             279.0,             302.0,             0.001,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.076,            279.0
knapPI_3_5000_1000_1,             -9.223372036854776e+18,             2969541.0,             0.832,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_5000_1000_1,             -9.223372036854776e+18,             2518554.0,             0.776,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_1_100_1000_1,             -9.223372036854776e+18,             15338.0,             0.006,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
knapPI_2_100_1000_1,             -9.223372036854776e+18,             8335.0,             0.006,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f9_l-d_kp_5_80,             130.0,             130.0,             0.000,            false,             false,            false,            true,            0.0,            false,            IR,            20,            0.000,            130.0
knapPI_1_10000_1000_1,             -9.223372036854776e+18,             4972624.0,             1.587,            false,             false,            false,            true,            0.0,            false,            IR,            20,            1.000,            -1.0
f4_l-d_kp_4_11,             23.0,             23.0,             0.000,            false,             false,            false,            false,            0.0,            false,            BB,            0,            0.000,            23.0
f7_l-d_kp_7_50,             107.0,             107.0,             0.000,            false,             false,            false,            false,            0.0,            false,            BB,            0,            0.000,            107.0
