Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
knapPI_3_500_1000_1,             -9223372036854775808,             136915,             0.141,            false,             false,            IR,            40,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             393820,             0.264,            false,             false,            IR,            40,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             934849,             0.584,            false,             false,            IR,            40,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            IR,            40,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17362,             0.002,            false,             false,            IR,            40,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             149041,             0.123,            false,             false,            IR,            40,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2915942,             1.617,            false,             false,            IR,            40,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             919540,             0.576,            false,             false,            IR,            40,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             8321,             0.011,            false,             false,            IR,            40,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.002,            false,             false,            IR,            40,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.000,            false,             false,            IR,            40,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             12000,             0.030,            false,             false,            IR,            40,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             407054,             0.285,            false,             false,            IR,            40,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1066374,             0.625,            false,             false,            IR,            40,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            IR,            40,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             12001,             0.010,            false,             false,            IR,            40,            1.000,            -1
f6_l-d_kp_10_60,             52,             65,             0.001,            false,             false,            IR,            40,            0.200,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2435916,             1.508,            false,             false,            IR,            40,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2483065,             1.483,            false,             false,            IR,            40,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.000,            false,             false,            IR,            40,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             452973,             0.286,            false,             false,            IR,            40,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            IR,            40,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             16826,             0.027,            false,             false,            IR,            40,            1.000,            -1
knapPI_1_200_1000_1,             -9223372036854775808,             24101,             0.027,            false,             false,            IR,            40,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             5882,             0.010,            false,             false,            IR,            40,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             121095,             0.137,            false,             false,            IR,            40,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.002,            false,             false,            IR,            40,            0.000,            1024
knapPI_3_500_1000_1,             0,             11082,             0.234,            false,             true,            IR,            40,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             205487,             0.629,            false,             true,            IR,            40,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             965820,             1.111,            false,             true,            IR,            40,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            IR,            40,            0.000,            35
f8_l-d_kp_23_10000,             857,             9767,             0.005,            false,             true,            IR,            40,            0.912,            857
knapPI_1_500_1000_1,             -9223372036854775808,             76050,             0.241,            false,             true,            IR,            40,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             2.799,            false,             true,            IR,            40,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             963223,             1.081,            false,             true,            IR,            40,            1.000,            -1
knapPI_3_100_1000_1,             0,             2472,             0.023,            false,             true,            IR,            40,            1.000,            0
f10_l-d_kp_20_879,             35,             1025,             0.003,            false,             true,            IR,            40,            0.966,            35
f7_l-d_kp_7_50,             97,             97,             0.000,            false,             true,            IR,            40,            0.000,            97
knapPI_2_200_1000_1,             -9223372036854775808,             2477,             0.058,            false,             true,            IR,            40,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             441173,             0.529,            false,             true,            IR,            40,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1152256,             1.151,            false,             true,            IR,            40,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            IR,            40,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             9259,             0.022,            false,             true,            IR,            40,            1.000,            -1
f6_l-d_kp_10_60,             50,             51,             0.002,            false,             true,            IR,            40,            0.020,            50
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             2.924,            false,             true,            IR,            40,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2521466,             2.787,            false,             true,            IR,            40,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             true,            IR,            40,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             542987,             0.553,            false,             true,            IR,            40,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             true,            IR,            40,            0.000,            23
knapPI_3_200_1000_1,             0,             3187,             0.057,            false,             true,            IR,            40,            1.000,            0
knapPI_1_200_1000_1,             -9223372036854775808,             12524,             0.059,            false,             true,            IR,            40,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             1697,             0.022,            false,             true,            IR,            40,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             34856,             0.259,            false,             true,            IR,            40,            1.000,            -1
f2_l-d_kp_20_878,             0,             1024,             0.003,            false,             true,            IR,            40,            1.000,            0
knapPI_3_500_1000_1,             -9223372036854775808,             118969,             0.133,            false,             false,            TD,            40,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             386872,             0.311,            false,             false,            TD,            40,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             926712,             0.738,            false,             false,            TD,            40,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            TD,            40,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17351,             0.001,            false,             false,            TD,            40,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             146941,             0.130,            false,             false,            TD,            40,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2840822,             1.836,            false,             false,            TD,            40,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             914690,             0.707,            false,             false,            TD,            40,            1.000,            -1
