Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
knapPI_2_1000_1000_1,             -9223372036854775808,             376931,             0.446,            false,             false,            IR,            70,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             921478,             0.910,            false,             false,            IR,            70,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            IR,            70,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17352,             0.004,            false,             false,            IR,            70,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             138639,             0.199,            false,             false,            IR,            70,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             911242,             0.923,            false,             false,            IR,            70,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             7116,             0.017,            false,             false,            IR,            70,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.003,            false,             false,            IR,            70,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.000,            false,             false,            IR,            70,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             9958,             0.045,            false,             false,            IR,            70,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             393727,             0.450,            false,             false,            IR,            70,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1045794,             0.927,            false,             false,            IR,            70,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            IR,            70,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.015,            false,             false,            IR,            70,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             false,            IR,            70,            0.000,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2433101,             2.459,            false,             false,            IR,            70,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2473827,             2.618,            false,             false,            IR,            70,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.000,            false,             false,            IR,            70,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             438108,             0.443,            false,             false,            IR,            70,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            IR,            70,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             14297,             0.046,            false,             false,            IR,            70,            1.000,            -1
knapPI_1_200_1000_1,             -9223372036854775808,             18353,             0.045,            false,             false,            IR,            70,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             2665,             0.018,            false,             false,            IR,            70,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             108034,             0.199,            false,             false,            IR,            70,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.003,            false,             false,            IR,            70,            0.000,            1024
knapPI_2_1000_1000_1,             -9223372036854775808,             90500,             1.394,            false,             true,            IR,            70,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             548941,             2.962,            false,             true,            IR,            70,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            IR,            70,            0.000,            35
f8_l-d_kp_23_10000,             857,             9767,             0.021,            false,             true,            IR,            70,            0.912,            857
knapPI_1_500_1000_1,             -9223372036854775808,             54193,             0.652,            false,             true,            IR,            70,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             962640,             2.892,            false,             true,            IR,            70,            1.000,            -1
knapPI_3_100_1000_1,             915,             2361,             0.057,            false,             true,            IR,            70,            0.612,            915
f10_l-d_kp_20_879,             17,             1025,             0.007,            false,             true,            IR,            70,            0.983,            17
f7_l-d_kp_7_50,             97,             97,             0.000,            false,             true,            IR,            70,            0.000,            97
knapPI_2_200_1000_1,             -9223372036854775808,             1863,             0.135,            false,             true,            IR,            70,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             260110,             1.369,            false,             true,            IR,            70,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1152256,             2.795,            false,             true,            IR,            70,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            IR,            70,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.024,            false,             true,            IR,            70,            0.000,            9147
f6_l-d_kp_10_60,             48,             49,             0.003,            false,             true,            IR,            70,            0.020,            48
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             7.966,            false,             true,            IR,            70,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2521466,             7.723,            false,             true,            IR,            70,            1.000,            -1
