Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
knapPI_3_500_1000_1,             -9223372036854775808,             144705,             0.102,            false,             false,            IR,            30,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             403886,             0.223,            false,             false,            IR,            30,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             941365,             0.446,            false,             false,            IR,            30,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            IR,            30,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17375,             0.002,            false,             false,            IR,            30,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             155203,             0.102,            false,             false,            IR,            30,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2926383,             1.291,            false,             false,            IR,            30,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             925414,             0.421,            false,             false,            IR,            30,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             9162,             0.009,            false,             false,            IR,            30,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.001,            false,             false,            IR,            30,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.000,            false,             false,            IR,            30,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             13512,             0.021,            false,             false,            IR,            30,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             412728,             0.208,            false,             false,            IR,            30,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1077005,             0.460,            false,             false,            IR,            30,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            IR,            30,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             13928,             0.008,            false,             false,            IR,            30,            1.000,            -1
f6_l-d_kp_10_60,             52,             69,             0.001,            false,             false,            IR,            30,            0.246,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2441341,             1.162,            false,             false,            IR,            30,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2485943,             1.245,            false,             false,            IR,            30,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.000,            false,             false,            IR,            30,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             461447,             0.238,            false,             false,            IR,            30,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            IR,            30,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             18543,             0.022,            false,             false,            IR,            30,            1.000,            -1
knapPI_1_200_1000_1,             -9223372036854775808,             27046,             0.023,            false,             false,            IR,            30,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             6549,             0.007,            false,             false,            IR,            30,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             127606,             0.115,            false,             false,            IR,            30,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.001,            false,             false,            IR,            30,            0.000,            1024
knapPI_3_500_1000_1,             0,             12833,             0.165,            false,             true,            IR,            30,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             257368,             0.339,            false,             true,            IR,            30,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             995866,             0.743,            false,             true,            IR,            30,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            IR,            30,            0.000,            35
f8_l-d_kp_23_10000,             857,             9767,             0.003,            false,             true,            IR,            30,            0.912,            857
knapPI_1_500_1000_1,             -9223372036854775808,             85279,             0.152,            false,             true,            IR,            30,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             1.896,            false,             true,            IR,            30,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             963223,             0.745,            false,             true,            IR,            30,            1.000,            -1
knapPI_3_100_1000_1,             0,             2604,             0.015,            false,             true,            IR,            30,            1.000,            0
f10_l-d_kp_20_879,             -9223372036854775808,             1025,             0.002,            false,             true,            IR,            30,            1.000,            -1
f7_l-d_kp_7_50,             105,             105,             0.000,            false,             true,            IR,            30,            0.000,            105
knapPI_2_200_1000_1,             -9223372036854775808,             3391,             0.038,            false,             true,            IR,            30,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             467677,             0.377,            false,             true,            IR,            30,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1152256,             0.741,            false,             true,            IR,            30,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            IR,            30,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             9584,             0.014,            false,             true,            IR,            30,            1.000,            -1
f6_l-d_kp_10_60,             3,             51,             0.001,            false,             true,            IR,            30,            0.941,            3
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             1.904,            false,             true,            IR,            30,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2521466,             2.120,            false,             true,            IR,            30,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.000,            false,             true,            IR,            30,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             547853,             0.355,            false,             true,            IR,            30,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             true,            IR,            30,            0.000,            23
knapPI_3_200_1000_1,             0,             3414,             0.039,            false,             true,            IR,            30,            1.000,            0
knapPI_1_200_1000_1,             -9223372036854775808,             14779,             0.038,            false,             true,            IR,            30,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             1787,             0.015,            false,             true,            IR,            30,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             51612,             0.177,            false,             true,            IR,            30,            1.000,            -1
f2_l-d_kp_20_878,             -9223372036854775808,             1024,             0.003,            false,             true,            IR,            30,            1.000,            -1
knapPI_3_500_1000_1,             -9223372036854775808,             128699,             0.103,            false,             false,            TD,            30,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             396704,             0.246,            false,             false,            TD,            30,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             934133,             0.544,            false,             false,            TD,            30,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            TD,            30,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17361,             0.001,            false,             false,            TD,            30,            1.000,            -1
