Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
rbg086a,             +inf,             9562.00,             0.423,            false,             false,            IR,            30,            1.000,            0.00
rbg035a,             +inf,             359.00,             0.053,            false,             false,            IR,            30,            1.000,            0.00
rbg092a,             +inf,             7364.00,             0.484,            false,             false,            IR,            30,            1.000,            0.00
rbg152,             +inf,             6837.00,             1.786,            false,             false,            IR,            30,            1.000,            0.00
rbg020a,             +inf,             4025.00,             0.009,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             1337.00,             0.012,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             3921.00,             0.009,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             1336.00,             0.012,            false,             false,            IR,            30,            1.000,            0.00
rbg050c,             +inf,             2708.00,             0.114,            false,             false,            IR,            30,            1.000,            0.00
rbg055a,             +inf,             3741.00,             0.125,            false,             false,            IR,            30,            1.000,            0.00
rbg125a,             +inf,             6461.00,             1.127,            false,             false,            IR,            30,            1.000,            0.00
rbg035a,             +inf,             1541.00,             0.042,            false,             false,            IR,            30,            1.000,            0.00
rbg017,             +inf,             1346.00,             0.006,            false,             false,            IR,            30,            1.000,            0.00
rbg172a,             +inf,             8181.00,             2.573,            false,             false,            IR,            30,            1.000,            0.00
rbg016b,             +inf,             1156.00,             0.007,            false,             false,            IR,            30,            1.000,            0.00
rbg019d,             +inf,             1156.00,             0.010,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             3910.00,             0.009,            false,             false,            IR,            30,            1.000,            0.00
rbg067a,             +inf,             6524.00,             0.203,            false,             false,            IR,            30,            1.000,            0.00
rbg042a,             +inf,             1529.00,             0.067,            false,             false,            IR,            30,            1.000,            0.00
rbg132,             +inf,             8532.00,             1.232,            false,             false,            IR,            30,            1.000,            0.00
rbg040a,             +inf,             3750.00,             0.053,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             1330.00,             0.011,            false,             false,            IR,            30,            1.000,            0.00
rbg049a,             +inf,             4267.00,             0.109,            false,             false,            IR,            30,            1.000,            0.00
rbg031a,             +inf,             1233.00,             0.033,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             1329.00,             0.011,            false,             false,            IR,            30,            1.000,            0.00
rbg048a,             +inf,             3115.00,             0.114,            false,             false,            IR,            30,            1.000,            0.00
rbg019a,             +inf,             1938.00,             0.007,            false,             false,            IR,            30,            1.000,            0.00
rbg021,             +inf,             3907.00,             0.010,            false,             false,            IR,            30,            1.000,            0.00
rbg193,             +inf,             8557.00,             3.469,            false,             false,            IR,            30,            1.000,            0.00
rbg017,             +inf,             1598.00,             0.005,            false,             false,            IR,            30,            1.000,            0.00
rbg034a,             +inf,             2047.00,             0.038,            false,             false,            IR,            30,            1.000,            0.00
rbg041a,             +inf,             1566.00,             0.065,            false,             false,            IR,            30,            1.000,            0.00
rbg016a,             +inf,             1743.00,             0.006,            false,             false,            IR,            30,            1.000,            0.00
rbg038a,             +inf,             4164.00,             0.048,            false,             false,            IR,            30,            1.000,            0.00
rbg132,             +inf,             5871.00,             1.372,            false,             false,            IR,            30,            1.000,            0.00
rbg201a,             +inf,             9259.00,             3.976,            false,             false,            IR,            30,            1.000,            0.00
rbg033a,             +inf,             1327.00,             0.038,            false,             false,            IR,            30,            1.000,            0.00
