Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
rbg035a,             +inf,             86.00,             0.160,            false,             false,            IR,            100,            1.000,            0.00
rbg020a,             +inf,             3989.00,             0.025,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1137.00,             0.032,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3805.00,             0.028,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1136.00,             0.034,            false,             false,            IR,            100,            1.000,            0.00
rbg035a,             +inf,             1254.00,             0.120,            false,             false,            IR,            100,            1.000,            0.00
rbg017,             +inf,             1168.00,             0.019,            false,             false,            IR,            100,            1.000,            0.00
rbg016b,             +inf,             922.00,             0.023,            false,             false,            IR,            100,            1.000,            0.00
rbg019d,             +inf,             911.00,             0.026,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3711.00,             0.023,            false,             false,            IR,            100,            1.000,            0.00
rbg042a,             +inf,             525.00,             0.218,            false,             false,            IR,            100,            1.000,            0.00
rbg040a,             +inf,             3540.00,             0.140,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1137.00,             0.034,            false,             false,            IR,            100,            1.000,            0.00
rbg031a,             +inf,             1014.00,             0.108,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1135.00,             0.036,            false,             false,            IR,            100,            1.000,            0.00
rbg019a,             2694.00,             2183.00,             0.008,            false,             false,            IR,            100,            0.190,            2694.00
rbg021,             +inf,             3606.00,             0.027,            false,             false,            IR,            100,            1.000,            0.00
rbg017,             +inf,             1496.00,             0.012,            false,             false,            IR,            100,            1.000,            0.00
rbg034a,             +inf,             1704.00,             0.102,            false,             false,            IR,            100,            1.000,            0.00
rbg041a,             +inf,             1171.00,             0.187,            false,             false,            IR,            100,            1.000,            0.00
rbg016a,             +inf,             1332.00,             0.015,            false,             false,            IR,            100,            1.000,            0.00
rbg038a,             +inf,             3871.00,             0.119,            false,             false,            IR,            100,            1.000,            0.00
rbg033a,             +inf,             1129.00,             0.111,            false,             false,            IR,            100,            1.000,            0.00
rbg017a,             +inf,             3815.00,             0.013,            false,             false,            IR,            100,            1.000,            0.00
rbg019c,             +inf,             3805.00,             0.023,            false,             false,            IR,            100,            1.000,            0.00
rbg010a,             +inf,             1053.00,             0.005,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3607.00,             0.034,            false,             false,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3614.00,             0.030,            false,             false,            IR,            100,            1.000,            0.00
rbg019b,             +inf,             1010.00,             0.029,            false,             false,            IR,            100,            1.000,            0.00
rbg027a,             +inf,             3613.00,             0.070,            false,             false,            IR,            100,            1.000,            0.00
rbg035a,             +inf,             102.00,             4.341,            false,             true,            IR,            100,            1.000,            0.00
rbg020a,             +inf,             3645.00,             0.497,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1137.00,             0.873,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3535.00,             0.624,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1136.00,             1.177,            false,             true,            IR,            100,            1.000,            0.00
rbg035a,             +inf,             1254.00,             1.190,            false,             true,            IR,            100,            1.000,            0.00
rbg017,             +inf,             1168.00,             0.318,            false,             true,            IR,            100,            1.000,            0.00
rbg016b,             +inf,             922.00,             0.437,            false,             true,            IR,            100,            1.000,            0.00
rbg019d,             +inf,             911.00,             0.146,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3535.00,             0.584,            false,             true,            IR,            100,            1.000,            0.00
rbg042a,             +inf,             515.00,             2.087,            false,             true,            IR,            100,            1.000,            0.00
rbg040a,             +inf,             3540.00,             1.389,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1137.00,             1.228,            false,             true,            IR,            100,            1.000,            0.00
rbg031a,             +inf,             1014.00,             0.954,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             1135.00,             1.248,            false,             true,            IR,            100,            1.000,            0.00
rbg019a,             +inf,             2456.00,             0.013,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3535.00,             0.899,            false,             true,            IR,            100,            1.000,            0.00
rbg017,             +inf,             1508.00,             0.081,            false,             true,            IR,            100,            1.000,            0.00
rbg034a,             +inf,             1704.00,             0.853,            false,             true,            IR,            100,            1.000,            0.00
rbg041a,             +inf,             1146.00,             1.691,            false,             true,            IR,            100,            1.000,            0.00
rbg016a,             +inf,             666.00,             0.210,            false,             true,            IR,            100,            1.000,            0.00
rbg038a,             +inf,             3711.00,             1.251,            false,             true,            IR,            100,            1.000,            0.00
rbg033a,             +inf,             1129.00,             1.190,            false,             true,            IR,            100,            1.000,            0.00
rbg017a,             +inf,             3631.00,             0.371,            false,             true,            IR,            100,            1.000,            0.00
rbg019c,             +inf,             3535.00,             0.576,            false,             true,            IR,            100,            1.000,            0.00
rbg010a,             +inf,             999.00,             0.020,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3535.00,             0.823,            false,             true,            IR,            100,            1.000,            0.00
rbg021,             +inf,             3535.00,             0.675,            false,             true,            IR,            100,            1.000,            0.00
rbg019b,             +inf,             1010.00,             0.593,            false,             true,            IR,            100,            1.000,            0.00
rbg027a,             +inf,             3597.00,             1.308,            false,             true,            IR,            100,            1.000,            0.00
rbg035a,             +inf,             1252.00,             0.085,            false,             false,            TD,            100,            1.000,            0.00
rbg020a,             +inf,             4567.00,             0.002,            false,             false,            TD,            100,            1.000,            0.00
rbg021,             +inf,             2011.00,             0.020,            false,             false,            TD,            100,            1.000,            0.00
rbg021,             +inf,             4219.00,             0.011,            false,             false,            TD,            100,            1.000,            0.00
rbg021,             +inf,             2011.00,             0.019,            false,             false,            TD,            100,            1.000,            0.00
rbg035a,             +inf,             1916.00,             0.061,            false,             false,            TD,            100,            1.000,            0.00
rbg017,             +inf,             1830.00,             0.008,            false,             false,            TD,            100,            1.000,            0.00
rbg016b,             +inf,             1564.00,             0.010,            false,             false,            TD,            100,            1.000,            0.00
rbg019d,             3479.00,             3479.00,             0.002,            false,             false,            TD,            100,            0.000,            3479.00
rbg021,             +inf,             4183.00,             0.016,            false,             false,            TD,            100,            1.000,            0.00
rbg042a,             +inf,             2187.00,             0.101,            false,             false,            TD,            100,            1.000,            0.00
rbg040a,             +inf,             4272.00,             0.065,            false,             false,            TD,            100,            1.000,            0.00
rbg021,             +inf,             2011.00,             0.021,            false,             false,            TD,            100,            1.000,            0.00
rbg031a,             +inf,             1612.00,             0.050,            false,             false,            TD,            100,            1.000,            0.00
