Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
rbg086a,             +inf,             9845.00,             0.587,            false,             false,            IR,            40,            1.000,            0.00
rbg035a,             +inf,             1018.00,             0.073,            false,             false,            IR,            40,            1.000,            0.00
rbg092a,             +inf,             7631.00,             0.678,            false,             false,            IR,            40,            1.000,            0.00
rbg152,             +inf,             7122.00,             2.505,            false,             false,            IR,            40,            1.000,            0.00
rbg020a,             +inf,             4056.00,             0.012,            false,             false,            IR,            40,            1.000,            0.00
rbg021,             +inf,             1414.00,             0.015,            false,             false,            IR,            40,            1.000,            0.00
rbg021,             +inf,             3943.00,             0.012,            false,             false,            IR,            40,            1.000,            0.00
rbg021,             +inf,             1414.00,             0.016,            false,             false,            IR,            40,            1.000,            0.00
rbg050c,             +inf,             2813.00,             0.169,            false,             false,            IR,            40,            1.000,            0.00
rbg055a,             +inf,             4024.00,             0.174,            false,             false,            IR,            40,            1.000,            0.00
rbg125a,             +inf,             6935.00,             1.557,            false,             false,            IR,            40,            1.000,            0.00
rbg035a,             +inf,             1622.00,             0.058,            false,             false,            IR,            40,            1.000,            0.00
rbg017,             +inf,             1495.00,             0.007,            false,             false,            IR,            40,            1.000,            0.00
rbg172a,             +inf,             8606.00,             3.750,            false,             false,            IR,            40,            1.000,            0.00
rbg016b,             +inf,             1214.00,             0.010,            false,             false,            IR,            40,            1.000,            0.00
rbg019d,             +inf,             1437.00,             0.011,            false,             false,            IR,            40,            1.000,            0.00
rbg021,             +inf,             3943.00,             0.012,            false,             false,            IR,            40,            1.000,            0.00
rbg067a,             +inf,             6777.00,             0.287,            false,             false,            IR,            40,            1.000,            0.00
rbg042a,             +inf,             1612.00,             0.093,            false,             false,            IR,            40,            1.000,            0.00
rbg132,             +inf,             8948.00,             1.738,            false,             false,            IR,            40,            1.000,            0.00
rbg040a,             +inf,             3808.00,             0.077,            false,             false,            IR,            40,            1.000,            0.00
rbg021,             +inf,             1420.00,             0.015,            false,             false,            IR,            40,            1.000,            0.00
