Name,Lower,Upper,Duration,Aborted,Cluster,Solver,Width,Gap,Objective
rbg031a,             +inf,             1118.00,             0.025,            false,             false,            IR,            20,            1.000,            0.00
rbg021,             +inf,             1168.00,             0.008,            false,             false,            IR,            20,            1.000,            0.00
rbg048a,             +inf,             2174.00,             0.082,            false,             false,            IR,            20,            1.000,            0.00
rbg019a,             +inf,             1695.00,             0.005,            false,             false,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3572.00,             0.007,            false,             false,            IR,            20,            1.000,            0.00
rbg193,             +inf,             7718.00,             2.292,            false,             false,            IR,            20,            1.000,            0.00
rbg017,             +inf,             1461.00,             0.006,            false,             false,            IR,            20,            1.000,            0.00
rbg034a,             +inf,             1872.00,             0.027,            false,             false,            IR,            20,            1.000,            0.00
rbg041a,             +inf,             1393.00,             0.056,            false,             false,            IR,            20,            1.000,            0.00
rbg016a,             +inf,             1694.00,             0.006,            false,             false,            IR,            20,            1.000,            0.00
rbg038a,             +inf,             4037.00,             0.053,            false,             false,            IR,            20,            1.000,            0.00
rbg132,             +inf,             5359.00,             0.855,            false,             false,            IR,            20,            1.000,            0.00
rbg201a,             +inf,             8541.00,             2.595,            false,             false,            IR,            20,            1.000,            0.00
rbg033a,             +inf,             1208.00,             0.026,            false,             false,            IR,            20,            1.000,            0.00
rbg233,             +inf,             8858.00,             3.733,            false,             false,            IR,            20,            1.000,            0.00
rbg017a,             +inf,             3632.00,             0.004,            false,             false,            IR,            20,            1.000,            0.00
rbg193,             +inf,             5920.00,             2.477,            false,             false,            IR,            20,            1.000,            0.00
rbg019c,             +inf,             3672.00,             0.007,            false,             false,            IR,            20,            1.000,            0.00
rbg010a,             +inf,             1054.00,             0.003,            false,             false,            IR,            20,            1.000,            0.00
rbg050a,             +inf,             3297.00,             0.090,            false,             false,            IR,            20,            1.000,            0.00
rbg233,             +inf,             1113.00,             4.832,            false,             false,            IR,            20,            1.000,            0.00
rbg152,             +inf,             735.00,             1.788,            false,             false,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3570.00,             0.007,            false,             false,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3570.00,             0.007,            false,             false,            IR,            20,            1.000,            0.00
rbg019b,             +inf,             1026.00,             0.008,            false,             false,            IR,            20,            1.000,            0.00
test,             870.00,             870.00,             0.000,            false,             false,            IR,            20,            0.000,            870.00
rbg027a,             +inf,             3638.00,             0.016,            false,             false,            IR,            20,            1.000,            0.00
rbg050b,             +inf,             3554.00,             0.073,            false,             false,            IR,            20,            1.000,            0.00
rbg086a,             +inf,             2997.00,             0.275,            false,             true,            IR,            20,            1.000,            0.00
rbg035a,             +inf,             50.00,             0.075,            false,             true,            IR,            20,            1.000,            0.00
rbg092a,             +inf,             1830.00,             0.361,            false,             true,            IR,            20,            1.000,            0.00
rbg152,             +inf,             140.00,             1.204,            false,             true,            IR,            20,            1.000,            0.00
rbg020a,             +inf,             3573.00,             0.010,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             153.00,             0.017,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3505.00,             0.010,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             153.00,             0.018,            false,             true,            IR,            20,            1.000,            0.00
rbg050c,             +inf,             1009.00,             0.125,            false,             true,            IR,            20,            1.000,            0.00
rbg055a,             +inf,             220.00,             0.095,            false,             true,            IR,            20,            1.000,            0.00
rbg125a,             +inf,             220.00,             0.648,            false,             true,            IR,            20,            1.000,            0.00
rbg035a,             +inf,             130.00,             0.044,            false,             true,            IR,            20,            1.000,            0.00
rbg017,             +inf,             880.00,             0.008,            false,             true,            IR,            20,            1.000,            0.00
rbg172a,             +inf,             220.00,             1.526,            false,             true,            IR,            20,            1.000,            0.00
rbg016b,             +inf,             216.00,             0.010,            false,             true,            IR,            20,            1.000,            0.00
rbg019d,             +inf,             220.00,             0.009,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3505.00,             0.011,            false,             true,            IR,            20,            1.000,            0.00
rbg067a,             +inf,             218.00,             0.153,            false,             true,            IR,            20,            1.000,            0.00
rbg042a,             +inf,             135.00,             0.087,            false,             true,            IR,            20,            1.000,            0.00
rbg132,             +inf,             929.00,             0.710,            false,             true,            IR,            20,            1.000,            0.00
rbg040a,             +inf,             2210.00,             0.048,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             153.00,             0.018,            false,             true,            IR,            20,            1.000,            0.00
rbg049a,             +inf,             2997.00,             0.146,            false,             true,            IR,            20,            1.000,            0.00
rbg031a,             +inf,             115.00,             0.026,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             153.00,             0.019,            false,             true,            IR,            20,            1.000,            0.00
rbg048a,             +inf,             72.00,             0.203,            false,             true,            IR,            20,            1.000,            0.00
rbg019a,             +inf,             360.00,             0.006,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3505.00,             0.012,            false,             true,            IR,            20,            1.000,            0.00
rbg193,             +inf,             127.00,             1.962,            false,             true,            IR,            20,            1.000,            0.00
rbg017,             +inf,             925.00,             0.004,            false,             true,            IR,            20,            1.000,            0.00
rbg034a,             +inf,             380.00,             0.032,            false,             true,            IR,            20,            1.000,            0.00
rbg041a,             +inf,             174.00,             0.069,            false,             true,            IR,            20,            1.000,            0.00
rbg016a,             +inf,             117.00,             0.008,            false,             true,            IR,            20,            1.000,            0.00
rbg038a,             +inf,             360.00,             0.063,            false,             true,            IR,            20,            1.000,            0.00
rbg132,             +inf,             842.00,             0.853,            false,             true,            IR,            20,            1.000,            0.00
rbg201a,             +inf,             220.00,             2.275,            false,             true,            IR,            20,            1.000,            0.00
rbg033a,             +inf,             265.00,             0.029,            false,             true,            IR,            20,            1.000,            0.00
rbg233,             +inf,             63.00,             2.973,            false,             true,            IR,            20,            1.000,            0.00
rbg017a,             +inf,             3629.00,             0.006,            false,             true,            IR,            20,            1.000,            0.00
rbg193,             +inf,             127.00,             2.192,            false,             true,            IR,            20,            1.000,            0.00
rbg019c,             +inf,             3505.00,             0.010,            false,             true,            IR,            20,            1.000,            0.00
rbg010a,             +inf,             674.00,             0.004,            false,             true,            IR,            20,            1.000,            0.00
rbg050a,             +inf,             2301.00,             0.160,            false,             true,            IR,            20,            1.000,            0.00
rbg233,             +inf,             63.00,             3.254,            false,             true,            IR,            20,            1.000,            0.00
rbg152,             +inf,             140.00,             1.298,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3505.00,             0.011,            false,             true,            IR,            20,            1.000,            0.00
rbg021,             +inf,             3505.00,             0.011,            false,             true,            IR,            20,            1.000,            0.00
rbg019b,             +inf,             449.00,             0.010,            false,             true,            IR,            20,            1.000,            0.00
test,             +inf,             870.00,             0.000,            false,             true,            IR,            20,            1.000,            0.00
rbg027a,             +inf,             3548.00,             0.023,            false,             true,            IR,            20,            1.000,            0.00
rbg050b,             +inf,             1901.00,             0.124,            false,             true,            IR,            20,            1.000,            0.00
rbg086a,             +inf,             11389.00,             0.141,            false,             false,            TD,            20,            1.000,            0.00
rbg035a,             +inf,             998.00,             0.019,            false,             false,            TD,            20,            1.000,            0.00
rbg092a,             +inf,             7280.00,             0.153,            false,             false,            TD,            20,            1.000,            0.00
rbg152,             +inf,             6228.00,             0.505,            false,             false,            TD,            20,            1.000,            0.00
rbg020a,             +inf,             4403.00,             0.001,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             1387.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             4015.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             1387.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
rbg050c,             +inf,             8009.00,             0.041,            false,             false,            TD,            20,            1.000,            0.00
rbg055a,             +inf,             3653.00,             0.044,            false,             false,            TD,            20,            1.000,            0.00
rbg125a,             +inf,             6217.00,             0.322,            false,             false,            TD,            20,            1.000,            0.00
rbg035a,             +inf,             1477.00,             0.020,            false,             false,            TD,            20,            1.000,            0.00
rbg017,             +inf,             1349.00,             0.002,            false,             false,            TD,            20,            1.000,            0.00
rbg172a,             +inf,             7829.00,             0.726,            false,             false,            TD,            20,            1.000,            0.00
rbg016b,             +inf,             1222.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg019d,             +inf,             1152.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             4010.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg067a,             +inf,             6942.00,             0.065,            false,             false,            TD,            20,            1.000,            0.00
rbg042a,             +inf,             1468.00,             0.028,            false,             false,            TD,            20,            1.000,            0.00
rbg132,             +inf,             8372.00,             0.341,            false,             false,            TD,            20,            1.000,            0.00
rbg040a,             +inf,             3718.00,             0.022,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             1387.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
rbg049a,             +inf,             9911.00,             0.033,            false,             false,            TD,            20,            1.000,            0.00
rbg031a,             +inf,             1213.00,             0.011,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             1387.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
rbg048a,             +inf,             6699.00,             0.041,            false,             false,            TD,            20,            1.000,            0.00
rbg019a,             2694.00,             2694.00,             0.000,            false,             false,            TD,            20,            0.000,            2694.00
rbg021,             +inf,             3990.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg193,             +inf,             7868.00,             0.978,            false,             false,            TD,            20,            1.000,            0.00
rbg017,             +inf,             1797.00,             0.001,            false,             false,            TD,            20,            1.000,            0.00
rbg034a,             +inf,             2166.00,             0.013,            false,             false,            TD,            20,            1.000,            0.00
rbg041a,             +inf,             1522.00,             0.030,            false,             false,            TD,            20,            1.000,            0.00
rbg016a,             +inf,             1694.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg038a,             +inf,             4189.00,             0.019,            false,             false,            TD,            20,            1.000,            0.00
rbg132,             +inf,             5550.00,             0.418,            false,             false,            TD,            20,            1.000,            0.00
rbg201a,             +inf,             8690.00,             1.113,            false,             false,            TD,            20,            1.000,            0.00
rbg033a,             +inf,             1265.00,             0.014,            false,             false,            TD,            20,            1.000,            0.00
rbg233,             +inf,             8882.00,             1.595,            false,             false,            TD,            20,            1.000,            0.00
rbg017a,             +inf,             3894.00,             0.002,            false,             false,            TD,            20,            1.000,            0.00
rbg193,             +inf,             6101.00,             1.084,            false,             false,            TD,            20,            1.000,            0.00
rbg019c,             +inf,             4015.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg010a,             +inf,             1226.00,             0.001,            false,             false,            TD,            20,            1.000,            0.00
rbg050a,             +inf,             3973.00,             0.040,            false,             false,            TD,            20,            1.000,            0.00
rbg233,             +inf,             2668.00,             1.905,            false,             false,            TD,            20,            1.000,            0.00
rbg152,             +inf,             1530.00,             0.779,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             3994.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg021,             +inf,             3997.00,             0.003,            false,             false,            TD,            20,            1.000,            0.00
rbg019b,             +inf,             1100.00,             0.004,            false,             false,            TD,            20,            1.000,            0.00
test,             870.00,             870.00,             0.000,            false,             false,            TD,            20,            0.000,            870.00
rbg027a,             +inf,             4228.00,             0.006,            false,             false,            TD,            20,            1.000,            0.00
rbg050b,             +inf,             8985.00,             0.034,            false,             false,            TD,            20,            1.000,            0.00
rbg086a,             16899.00,             16899.00,             11.531,            false,             false,            BB,            87,            0.000,            16899.00
rbg035a,             3325.00,             1242.00,             30.006,            true,             false,            BB,            36,            0.626,            3325.00
rbg092a,             12501.00,             10008.00,             30.001,            true,             false,            BB,            93,            0.199,            12501.00
rbg152,             17455.00,             9473.00,             30.002,            true,             false,            BB,            151,            0.457,            17455.00
rbg020a,             4689.00,             4689.00,             0.006,            false,             false,            BB,            21,            0.000,            4689.00
rbg021,             4492.00,             4492.00,             15.824,            false,             false,            BB,            20,            0.000,            4492.00
rbg021,             4536.00,             4536.00,             0.110,            false,             false,            BB,            20,            0.000,            4536.00
rbg021,             4481.00,             4081.00,             30.174,            true,             false,            BB,            20,            0.089,            4481.00
rbg050c,             10985.00,             9261.00,             30.006,            true,             false,            BB,            51,            0.157,            10985.00
rbg055a,             6929.00,             6929.00,             2.976,            false,             false,            BB,            56,            0.000,            6929.00
rbg125a,             14214.00,             9268.00,             30.001,            true,             false,            BB,            126,            0.348,            14214.00
rbg035a,             3388.00,             3388.00,             1.194,            false,             false,            BB,            36,            0.000,            3388.00
rbg017,             2351.00,             2351.00,             0.235,            false,             false,            BB,            16,            0.000,            2351.00
rbg172a,             17783.00,             11424.00,             30.000,            true,             false,            BB,            173,            0.358,            17783.00
rbg016b,             2094.00,             2094.00,             0.055,            false,             false,            BB,            17,            0.000,            2094.00
rbg019d,             3479.00,             3479.00,             0.046,            false,             false,            BB,            20,            0.000,            3479.00
rbg021,             4528.00,             4528.00,             0.408,            false,             false,            BB,            20,            0.000,            4528.00
rbg067a,             10331.00,             10331.00,             3.550,            false,             false,            BB,            68,            0.000,            10331.00
rbg042a,             3260.00,             3260.00,             13.992,            false,             false,            BB,            43,            0.000,            3260.00
rbg132,             18524.00,             12568.00,             30.003,            true,             false,            BB,            131,            0.322,            18524.00
rbg040a,             5679.00,             5679.00,             1.849,            false,             false,            BB,            41,            0.000,            5679.00
rbg021,             4481.00,             4071.00,             30.100,            true,             false,            BB,            20,            0.091,            4481.00
rbg049a,             13257.00,             11284.00,             30.007,            true,             false,            BB,            50,            0.149,            13257.00
rbg031a,             3498.00,             3498.00,             0.844,            false,             false,            BB,            32,            0.000,            3498.00
rbg021,             4481.00,             4056.00,             30.077,            true,             false,            BB,            20,            0.095,            4481.00
rbg048a,             9799.00,             8031.00,             30.016,            true,             false,            BB,            49,            0.180,            9799.00
rbg019a,             2694.00,             2694.00,             0.001,            false,             false,            BB,            20,            0.000,            2694.00
rbg021,             4516.00,             4516.00,             3.960,            false,             false,            BB,            20,            0.000,            4516.00
rbg193,             21401.00,             13990.00,             30.002,            true,             false,            BB,            192,            0.346,            21401.00
rbg017,             2351.00,             2351.00,             0.017,            false,             false,            BB,            16,            0.000,            2351.00
rbg034a,             3314.00,             3314.00,             1.363,            false,             false,            BB,            35,            0.000,            3314.00
rbg041a,             3793.00,             3793.00,             3.742,            false,             false,            BB,            42,            0.000,            3793.00
rbg016a,             2596.00,             2596.00,             0.008,            false,             false,            BB,            17,            0.000,            2596.00
rbg038a,             5699.00,             5699.00,             1.498,            false,             false,            BB,            39,            0.000,            5699.00
rbg132,             18524.00,             7784.00,             30.005,            true,             false,            BB,            131,            0.580,            18524.00
rbg201a,             21380.00,             12906.00,             30.013,            true,             false,            BB,            202,            0.396,            21380.00
rbg033a,             3757.00,             3757.00,             1.232,            false,             false,            BB,            34,            0.000,            3757.00
rbg233,             26143.00,             13499.00,             30.006,            true,             false,            BB,            232,            0.484,            26143.00
rbg017a,             4296.00,             4296.00,             0.013,            false,             false,            BB,            18,            0.000,            4296.00
rbg193,             21401.00,             8574.00,             30.020,            true,             false,            BB,            192,            0.599,            21401.00
rbg019c,             4536.00,             4536.00,             0.141,            false,             false,            BB,            20,            0.000,            4536.00
rbg010a,             3840.00,             3840.00,             0.003,            false,             false,            BB,            11,            0.000,            3840.00
rbg050a,             12050.00,             5219.00,             30.004,            true,             false,            BB,            51,            0.567,            12050.00
rbg233,             26143.00,             10297.00,             30.007,            true,             false,            BB,            232,            0.606,            26143.00
rbg152,             17455.00,             5755.00,             30.004,            true,             false,            BB,            151,            0.670,            17455.00
rbg021,             4525.00,             4525.00,             3.352,            false,             false,            BB,            20,            0.000,            4525.00
rbg021,             4528.00,             4528.00,             0.832,            false,             false,            BB,            20,            0.000,            4528.00
rbg019b,             3840.00,             3840.00,             0.265,            false,             false,            BB,            20,            0.000,            3840.00
test,             870.00,             870.00,             0.000,            false,             false,            BB,            6,            0.000,            870.00
rbg027a,             5093.00,             5093.00,             0.063,            false,             false,            BB,            28,            0.000,            5093.00
rbg050b,             11957.00,             10179.00,             30.007,            true,             false,            BB,            51,            0.149,            11957.00
