Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Binary,Solver,Width,Gap,Objective
frb15-9-3,             -9.223372036854776e+18,             339558.0,             0.016,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb20-11-5,             -9.223372036854776e+18,             1238003.0,             0.035,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb25-13-4,             -9.223372036854776e+18,             3402749.0,             0.076,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb15-9-2,             -9.223372036854776e+18,             342008.0,             0.014,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
tautology,             7.0,             7.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            0.0
unit,             6.0,             6.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            0.0
frb25-13-1,             -9.223372036854776e+18,             3455568.0,             0.076,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb20-11-2,             -9.223372036854776e+18,             1232046.0,             0.039,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
debug2,             13.0,             13.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            0.0
frb25-13-2,             -9.223372036854776e+18,             3461762.0,             0.076,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb10-6-3,             -9.223372036854776e+18,             36703.0,             0.004,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb20-11-3,             -9.223372036854776e+18,             1240652.0,             0.036,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb10-6-4,             -9.223372036854776e+18,             38965.0,             0.004,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb25-13-3,             -9.223372036854776e+18,             3481957.0,             0.076,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb20-11-4,             -9.223372036854776e+18,             1231819.0,             0.035,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb15-9-4,             -9.223372036854776e+18,             340655.0,             0.016,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb20-11-1,             -9.223372036854776e+18,             1245304.0,             0.039,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb15-9-5,             -9.223372036854776e+18,             348407.0,             0.016,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
negative_wt,             4258.0,             4258.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            -2842.0
frb10-6-1,             -9.223372036854776e+18,             37070.0,             0.003,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb15-9-1,             -9.223372036854776e+18,             341879.0,             0.017,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
debug,             24.0,             24.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            2.0
frb25-13-5,             -9.223372036854776e+18,             3425905.0,             0.075,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
frb10-6-2,             -9.223372036854776e+18,             38235.0,             0.004,            false,             false,            false,            false,            TD,            20,            1.000,            0.0
pass,             54.0,             54.0,             0.000,            false,             false,            false,            false,            TD,            20,            0.000,            1.0
frb15-9-3,             -9.223372036854776e+18,             339576.0,             0.021,            false,             false,            true,            false,            TD,            20,            1.000,            0.0
frb20-11-5,             -9.223372036854776e+18,             1238027.0,             0.049,            false,             false,            true,            false,            TD,            20,            1.000,            0.0
frb25-13-4,             -9.223372036854776e+18,             3402774.0,             0.109,            false,             false,            true,            false,            TD,            20,            1.000,            0.0
frb15-9-2,             -9.223372036854776e+18,             342022.0,             0.029,            false,             false,            true,            false,            TD,            20,            1.000,            0.0
tautology,             7.0,             7.0,             0.000,            false,             false,            true,            false,            TD,            20,            0.000,            0.0
unit,             6.0,             6.0,             0.000,            false,             false,            true,            false,            TD,            20,            0.000,            0.0
frb25-13-1,             -9.223372036854776e+18,             3455585.0,             0.110,            false,             false,            true,            false,            TD,            20,            1.000,            0.0
