Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Binary,Solver,Width,Gap,Objective
knapPI_3_500_1000_1,             -9223372036854775808,             130227,             0.128,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             381173,             0.253,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             921977,             0.529,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            false,            false,            IR,            50,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17359,             0.003,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             142677,             0.129,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2900559,             1.433,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             912285,             0.552,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             7788,             0.013,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.002,            false,             false,            false,            false,            IR,            50,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             false,            false,            false,            IR,            50,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             11125,             0.032,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             396850,             0.278,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1051250,             0.537,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            false,            false,            IR,            50,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             9966,             0.013,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f6_l-d_kp_10_60,             52,             59,             0.001,            false,             false,            false,            false,            IR,            50,            0.119,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2431773,             1.449,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2474589,             1.401,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             false,            false,            false,            IR,            50,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             435280,             0.262,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            false,            false,            IR,            50,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             15697,             0.032,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_200_1000_1,             -9223372036854775808,             22040,             0.033,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             5298,             0.013,            false,             false,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             114365,             0.120,            false,             false,            false,            false,            IR,            50,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.002,            false,             false,            false,            false,            IR,            50,            0.000,            1024
knapPI_3_500_1000_1,             0,             10163,             0.189,            false,             true,            false,            false,            IR,            50,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             179011,             0.377,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             873283,             0.796,            false,             true,            false,            false,            IR,            50,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            false,            false,            IR,            50,            0.000,            35
f8_l-d_kp_23_10000,             3739,             9767,             0.005,            false,             true,            false,            false,            IR,            50,            0.617,            3739
knapPI_1_500_1000_1,             -9223372036854775808,             67122,             0.209,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             2.043,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             963223,             0.784,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_100_1000_1,             0,             2490,             0.025,            false,             true,            false,            false,            IR,            50,            1.000,            0
f10_l-d_kp_20_879,             35,             1025,             0.004,            false,             true,            false,            false,            IR,            50,            0.966,            35
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             true,            false,            false,            IR,            50,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             2153,             0.057,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             390108,             0.406,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1152256,             0.788,            false,             true,            false,            false,            IR,            50,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            false,            false,            IR,            50,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.024,            false,             true,            false,            false,            IR,            50,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             true,            false,            false,            IR,            50,            0.000,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             2.043,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2521466,             2.003,            false,             true,            false,            false,            IR,            50,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             true,            false,            false,            IR,            50,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             493916,             0.378,            false,             true,            false,            false,            IR,            50,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             true,            false,            false,            IR,            50,            0.000,            23
knapPI_3_200_1000_1,             1072,             3019,             0.052,            false,             true,            false,            false,            IR,            50,            0.645,            1072
knapPI_1_200_1000_1,             -9223372036854775808,             11757,             0.053,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             1654,             0.024,            false,             true,            false,            false,            IR,            50,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             25439,             0.188,            false,             true,            false,            false,            IR,            50,            1.000,            -1
f2_l-d_kp_20_878,             52,             1024,             0.003,            false,             true,            false,            false,            IR,            50,            0.949,            52
knapPI_3_500_1000_1,             0,             12082,             0.193,            false,             true,            false,            true,            IR,            50,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             152024,             0.376,            false,             true,            false,            true,            IR,            50,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             822504,             0.783,            false,             true,            false,            true,            IR,            50,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            false,            true,            IR,            50,            0.000,            35
f8_l-d_kp_23_10000,             857,             9767,             0.005,            false,             true,            false,            true,            IR,            50,            0.912,            857
knapPI_1_500_1000_1,             -9223372036854775808,             68804,             0.182,            false,             true,            false,            true,            IR,            50,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             2.013,            false,             true,            false,            true,            IR,            50,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             963223,             0.797,            false,             true,            false,            true,            IR,            50,            1.000,            -1
knapPI_3_100_1000_1,             915,             2454,             0.021,            false,             true,            false,            true,            IR,            50,            0.627,            915
f10_l-d_kp_20_879,             35,             1025,             0.003,            false,             true,            false,            true,            IR,            50,            0.966,            35
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             true,            false,            true,            IR,            50,            0.000,            107
