Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Binary,Solver,Width,Gap,Objective
knapPI_3_500_1000_1,             -9223372036854775808,             113603,             0.231,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             360336,             0.491,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             904033,             1.105,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            false,            false,            IR,            100,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             16878,             0.006,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             131018,             0.250,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2869483,             2.866,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             899615,             1.055,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             6411,             0.025,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.007,            false,             false,            false,            false,            IR,            100,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             false,            false,            false,            IR,            100,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             8592,             0.067,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             382435,             0.489,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1035849,             1.082,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            false,            false,            IR,            100,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.015,            false,             false,            false,            false,            IR,            100,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             false,            false,            false,            IR,            100,            0.000,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2424450,             2.832,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2464064,             2.824,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             false,            false,            false,            IR,            100,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             411432,             0.502,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            false,            false,            IR,            100,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             13022,             0.066,            false,             false,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_200_1000_1,             11238,             11238,             0.054,            false,             false,            false,            false,            IR,            100,            0.000,            11238
knapPI_2_100_1000_1,             1514,             1514,             0.022,            false,             false,            false,            false,            IR,            100,            0.000,            1514
knapPI_2_500_1000_1,             -9223372036854775808,             99822,             0.226,            false,             false,            false,            false,            IR,            100,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.003,            false,             false,            false,            false,            IR,            100,            0.000,            1024
knapPI_3_500_1000_1,             0,             8946,             0.564,            false,             true,            false,            false,            IR,            100,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             51849,             3.912,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             343807,             2.646,            false,             true,            false,            false,            IR,            100,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            false,            false,            IR,            100,            0.000,            35
f8_l-d_kp_23_10000,             4697,             9767,             0.017,            false,             true,            false,            false,            IR,            100,            0.519,            4697
knapPI_1_500_1000_1,             -9223372036854775808,             43583,             0.654,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             6.767,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             896311,             2.631,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_100_1000_1,             2375,             2429,             0.076,            false,             true,            false,            false,            IR,            100,            0.022,            2375
f10_l-d_kp_20_879,             1025,             1025,             0.006,            false,             true,            false,            false,            IR,            100,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             true,            false,            false,            IR,            100,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             1694,             0.164,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             164415,             1.298,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             63452,             2.510,            false,             true,            false,            false,            IR,            100,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            false,            false,            IR,            100,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.020,            false,             true,            false,            false,            IR,            100,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             true,            false,            false,            IR,            100,            0.000,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             6.675,            false,             true,            false,            false,            IR,            100,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2512262,             6.631,            false,             true,            false,            false,            IR,            100,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             true,            false,            false,            IR,            100,            0.000,            295
knapPI_3_1000_1000_1,             0,             20400,             1.233,            false,             true,            false,            false,            IR,            100,            1.000,            0
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             true,            false,            false,            IR,            100,            0.000,            23
knapPI_3_200_1000_1,             1023,             2756,             0.167,            false,             true,            false,            false,            IR,            100,            0.629,            1023
knapPI_1_200_1000_1,             11238,             11238,             0.075,            false,             true,            false,            false,            IR,            100,            0.000,            11238
knapPI_2_100_1000_1,             1439,             1514,             0.027,            false,             true,            false,            false,            IR,            100,            0.050,            1439
knapPI_2_500_1000_1,             -9223372036854775808,             10045,             0.616,            false,             true,            false,            false,            IR,            100,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.006,            false,             true,            false,            false,            IR,            100,            0.000,            1024
knapPI_3_500_1000_1,             0,             8970,             0.572,            false,             true,            false,            true,            IR,            100,            1.000,            0
knapPI_2_1000_1000_1,             -9223372036854775808,             54020,             1.478,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             300054,             2.746,            false,             true,            false,            true,            IR,            100,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            false,            true,            IR,            100,            0.000,            35
f8_l-d_kp_23_10000,             4697,             9767,             0.017,            false,             true,            false,            true,            IR,            100,            0.519,            4697
knapPI_1_500_1000_1,             -9223372036854775808,             45528,             0.648,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             6.715,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             900397,             2.633,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_3_100_1000_1,             2375,             2429,             0.065,            false,             true,            false,            true,            IR,            100,            0.022,            2375
f10_l-d_kp_20_879,             1025,             1025,             0.006,            false,             true,            false,            true,            IR,            100,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             true,            false,            true,            IR,            100,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             1706,             0.158,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             161946,             1.293,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             62081,             2.587,            false,             true,            false,            true,            IR,            100,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             true,            false,            true,            IR,            100,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.015,            false,             true,            false,            true,            IR,            100,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             true,            false,            true,            IR,            100,            0.000,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2465016,             6.640,            false,             true,            false,            true,            IR,            100,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2514486,             7.020,            false,             true,            false,            true,            IR,            100,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             true,            false,            true,            IR,            100,            0.000,            295
knapPI_3_1000_1000_1,             0,             19960,             1.254,            false,             true,            false,            true,            IR,            100,            1.000,            0
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             true,            false,            true,            IR,            100,            0.000,            23
knapPI_3_200_1000_1,             933,             2761,             0.152,            false,             true,            false,            true,            IR,            100,            0.662,            933
knapPI_1_200_1000_1,             11238,             11238,             0.054,            false,             true,            false,            true,            IR,            100,            0.000,            11238
knapPI_2_100_1000_1,             1439,             1514,             0.022,            false,             true,            false,            true,            IR,            100,            0.050,            1439
knapPI_2_500_1000_1,             -9223372036854775808,             9554,             0.611,            false,             true,            false,            true,            IR,            100,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.006,            false,             true,            false,            true,            IR,            100,            0.000,            1024
knapPI_3_500_1000_1,             -9223372036854775808,             90072,             0.246,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             358980,             0.577,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             902950,             2.505,            false,             false,            false,            false,            TD,            100,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.006,            false,             false,            false,            false,            TD,            100,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             16372,             0.005,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             129393,             0.353,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2730000,             3.180,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             897922,             1.264,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             6314,             0.023,            false,             false,            false,            false,            TD,            100,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.004,            false,             false,            false,            false,            TD,            100,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.000,            false,             false,            false,            false,            TD,            100,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             8171,             0.068,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             380728,             0.577,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             913383,             1.175,            false,             false,            false,            false,            TD,            100,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            false,            false,            TD,            100,            0.000,            130
knapPI_1_100_1000_1,             9147,             9147,             0.020,            false,             false,            false,            false,            TD,            100,            0.000,            9147
f6_l-d_kp_10_60,             52,             52,             0.001,            false,             false,            false,            false,            TD,            100,            0.000,            52
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             false,            false,            false,            TD,            100,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             326925,             0.543,            false,             false,            false,            false,            TD,            100,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            false,            false,            TD,            100,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             11552,             0.067,            false,             false,            false,            false,            TD,            100,            1.000,            -1
knapPI_1_200_1000_1,             11238,             11238,             0.058,            false,             false,            false,            false,            TD,            100,            0.000,            11238
knapPI_2_100_1000_1,             1514,             1514,             0.025,            false,             false,            false,            false,            TD,            100,            0.000,            1514
knapPI_2_500_1000_1,             -9223372036854775808,             98245,             0.238,            false,             false,            false,            false,            TD,            100,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.004,            false,             false,            false,            false,            TD,            100,            0.000,            1024
knapPI_3_500_1000_1,             1098,             8765,             0.676,            false,             false,            true,            false,            TD,            100,            0.875,            1098
knapPI_2_1000_1000_1,             -9223372036854775808,             48561,             1.607,            false,             false,            true,            false,            TD,            100,            1.000,            -1
