Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Binary,Solver,Width,Gap,Objective
knapPI_3_500_1000_1,             -9223372036854775808,             154277,             0.054,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             408508,             0.111,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             943968,             0.236,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             false,            false,            false,            IR,            20,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             17844,             0.002,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             161314,             0.069,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2924454,             0.636,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             927899,             0.249,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_3_100_1000_1,             -9223372036854775808,             10305,             0.006,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f10_l-d_kp_20_879,             1025,             1025,             0.001,            false,             false,            false,            false,            IR,            20,            0.000,            1025
f7_l-d_kp_7_50,             107,             107,             0.000,            false,             false,            false,            false,            IR,            20,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             15747,             0.015,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_1000_1000_1,             -9223372036854775808,             417138,             0.112,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_3_2000_1000_1,             -9223372036854775808,             1089176,             0.264,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f9_l-d_kp_5_80,             130,             130,             0.000,            false,             false,            false,            false,            IR,            20,            0.000,            130
knapPI_1_100_1000_1,             -9223372036854775808,             15587,             0.006,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f6_l-d_kp_10_60,             52,             75,             0.001,            false,             false,            false,            false,            IR,            20,            0.307,            52
knapPI_1_5000_1000_1,             -9223372036854775808,             2441509,             0.633,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_5000_1000_1,             -9223372036854775808,             2488780,             0.636,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f1_l-d_kp_10_269,             295,             295,             0.001,            false,             false,            false,            false,            IR,            20,            0.000,            295
knapPI_3_1000_1000_1,             -9223372036854775808,             466862,             0.120,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f4_l-d_kp_4_11,             23,             23,             0.000,            false,             false,            false,            false,            IR,            20,            0.000,            23
knapPI_3_200_1000_1,             -9223372036854775808,             21335,             0.016,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_200_1000_1,             -9223372036854775808,             30203,             0.014,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_100_1000_1,             -9223372036854775808,             7851,             0.006,            false,             false,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_500_1000_1,             -9223372036854775808,             136964,             0.058,            false,             false,            false,            false,            IR,            20,            1.000,            -1
f2_l-d_kp_20_878,             1024,             1024,             0.001,            false,             false,            false,            false,            IR,            20,            0.000,            1024
knapPI_3_500_1000_1,             -9223372036854775808,             79640,             0.067,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_1000_1000_1,             -9223372036854775808,             422201,             0.129,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_2_2000_1000_1,             -9223372036854775808,             995866,             0.281,            false,             true,            false,            false,            IR,            20,            1.000,            -1
f3_l-d_kp_4_20,             35,             35,             0.000,            false,             true,            false,            false,            IR,            20,            0.000,            35
f8_l-d_kp_23_10000,             -9223372036854775808,             12071,             0.002,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_500_1000_1,             -9223372036854775808,             154322,             0.067,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_3_5000_1000_1,             -9223372036854775808,             2966423,             0.721,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_1_2000_1000_1,             -9223372036854775808,             963223,             0.264,            false,             true,            false,            false,            IR,            20,            1.000,            -1
knapPI_3_100_1000_1,             0,             2891,             0.009,            false,             true,            false,            false,            IR,            20,            1.000,            0
f10_l-d_kp_20_879,             -9223372036854775808,             1046,             0.004,            false,             true,            false,            false,            IR,            20,            1.000,            -1
f7_l-d_kp_7_50,             107,             107,             0.001,            false,             true,            false,            false,            IR,            20,            0.000,            107
knapPI_2_200_1000_1,             -9223372036854775808,             5227,             0.021,            false,             true,            false,            false,            IR,            20,            1.000,            -1
