Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Dominance,MergeQuality,Binary,Solver,Width,Gap,Objective
20_200_600,             -9.223372036854776e+18,             438.0,             4.356,            false,             true,            true,            false,            159.0,            false,            TD,            20,            1.000,            -1.0
20_200_600,             -9.223372036854776e+18,             466.0,             6.378,            false,             true,            true,            false,            76.0,            false,            TD,            20,            1.000,            -1.0
4_200_600,             -9.223372036854776e+18,             371.0,             0.120,            false,             true,            true,            false,            16.0,            false,            TD,            20,            1.000,            -1.0
20_150_600,             -9.223372036854776e+18,             445.0,             4.155,            false,             true,            true,            false,            174.0,            false,            TD,            20,            1.000,            -1.0
4_40_600,             -9.223372036854776e+18,             579.0,             0.111,            false,             true,            true,            false,            23.0,            false,            TD,            20,            1.000,            -1.0
20_20_600,             -9.223372036854776e+18,             514.0,             0.822,            false,             true,            true,            false,            67.0,            false,            TD,            20,            1.000,            -1.0
20_25_600,             -9.223372036854776e+18,             441.0,             0.550,            false,             true,            true,            false,            187.0,            false,            TD,            20,            1.000,            -1.0
4_80_600,             -9.223372036854776e+18,             568.0,             0.171,            false,             true,            true,            false,            25.0,            false,            TD,            20,            1.000,            -1.0
4_80_600,             -9.223372036854776e+18,             300.0,             0.040,            false,             true,            true,            false,            34.0,            false,            TD,            20,            1.000,            -1.0
4_40_600,             -9.223372036854776e+18,             569.0,             0.118,            false,             true,            true,            false,            27.0,            false,            TD,            20,            1.000,            -1.0
20_200_600,             -9.223372036854776e+18,             347.0,             3.591,            false,             true,            true,            false,            173.0,            false,            TD,            20,            1.000,            -1.0
4_100_600,             -9.223372036854776e+18,             311.0,             0.054,            false,             true,            true,            false,            18.0,            false,            TD,            20,            1.000,            -1.0
20_40_600,             -9.223372036854776e+18,             468.0,             1.009,            false,             true,            true,            false,            179.0,            false,            TD,            20,            1.000,            -1.0
4_40_600,             -9.223372036854776e+18,             343.0,             0.037,            false,             true,            true,            false,            27.0,            false,            TD,            20,            1.000,            -1.0
20_20_600,             -9.223372036854776e+18,             493.0,             0.666,            false,             true,            true,            false,            175.0,            false,            TD,            20,            1.000,            -1.0
20_15_600,             -9.223372036854776e+18,             528.0,             0.776,            false,             true,            true,            false,            60.0,            false,            TD,            20,            1.000,            -1.0
20_40_600,             -9.223372036854776e+18,             449.0,             0.655,            false,             true,            true,            false,            187.0,            false,            TD,            20,            1.000,            -1.0
4_10_600,             -9.223372036854776e+18,             587.0,             0.083,            false,             true,            true,            false,            21.0,            false,            TD,            20,            1.000,            -1.0
4_100_600,             -9.223372036854776e+18,             576.0,             0.194,            false,             true,            true,            false,            28.0,            false,            TD,            20,            1.000,            -1.0
4_200_600,             -9.223372036854776e+18,             258.0,             0.082,            false,             true,            true,            false,            14.0,            false,            TD,            20,            1.000,            -1.0
20_150_600,             -9.223372036854776e+18,             472.0,             4.230,            false,             true,            true,            false,            77.0,            false,            TD,            20,            1.000,            -1.0
4_20_600,             -9.223372036854776e+18,             577.0,             0.096,            false,             true,            true,            false,            24.0,            false,            TD,            20,            1.000,            -1.0
20_60_600,             -9.223372036854776e+18,             458.0,             1.469,            false,             true,            true,            false,            178.0,            false,            TD,            20,            1.000,            -1.0
20_25_600,             -9.223372036854776e+18,             519.0,             0.935,            false,             true,            true,            false,            57.0,            false,            TD,            20,            1.000,            -1.0
4_150_600,             -9.223372036854776e+18,             371.0,             0.099,            false,             true,            true,            false,            17.0,            false,            TD,            20,            1.000,            -1.0
20_25_600,             -9.223372036854776e+18,             482.0,             0.668,            false,             true,            true,            false,            151.0,            false,            TD,            20,            1.000,            -1.0
4_20_600,             -9.223372036854776e+18,             296.0,             0.038,            false,             true,            true,            false,            52.0,            false,            TD,            20,            1.000,            -1.0
20_80_600,             -9.223372036854776e+18,             495.0,             1.852,            false,             true,            true,            false,            67.0,            false,            TD,            20,            1.000,            -1.0
4_100_600,             -9.223372036854776e+18,             568.0,             0.197,            false,             true,            true,            false,            25.0,            false,            TD,            20,            1.000,            -1.0
4_80_600,             -9.223372036854776e+18,             577.0,             0.161,            false,             true,            true,            false,            25.0,            false,            TD,            20,            1.000,            -1.0
4_60_600,             -9.223372036854776e+18,             579.0,             0.143,            false,             true,            true,            false,            25.0,            false,            TD,            20,            1.000,            -1.0
4_15_600,             -9.223372036854776e+18,             574.0,             0.086,            false,             true,            true,            false,            30.0,            false,            TD,            20,            1.000,            -1.0
