Name,Lower,Upper,Duration,Aborted,RefineCluster,CompileCluster,Binary,Solver,Width,Gap,Objective
rbg086a,             +inf,             14778.00,             3.108,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg035a,             +inf,             1379.00,             0.802,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg092a,             +inf,             9047.00,             4.938,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg152,             +inf,             9410.00,             37.101,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg020a,             4689.00,             4689.00,             0.007,            false,             false,            false,            false,            IR,            200,            0.000,            4689.00
rbg021,             +inf,             2139.00,             0.107,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg021,             +inf,             4248.00,             0.052,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg021,             +inf,             2139.00,             0.105,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg050c,             +inf,             9241.00,             1.484,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg055a,             +inf,             5760.00,             0.920,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg125a,             +inf,             8987.00,             13.985,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg035a,             +inf,             2026.00,             0.451,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg017,             +inf,             1859.00,             0.035,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg172a,             +inf,             11448.00,             45.733,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg016b,             +inf,             1676.00,             0.039,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg019d,             3479.00,             3479.00,             0.011,            false,             false,            false,            false,            IR,            200,            0.000,            3479.00
rbg021,             +inf,             4204.00,             0.056,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg067a,             +inf,             9173.00,             1.069,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
rbg042a,             +inf,             2326.00,             0.751,            false,             false,            false,            false,            IR,            200,            1.000,            0.00
